task_id,client,project_id,client_tier,team,task_type,seniority,task_complexity_score,brief_quality_score,deadline_pressure,scope_change_flag,pricing_model,created_at,delivered_at,sla_days,sla_breach,hours_spent,billable_hours,ai_usage_pct,ai_assisted,revisions,errors,rework_hours,outcome_score,revenue,cost,profit,created_by,updated_at,task_status,workflow_stage,jira_ticket,legacy_ai_flag,content_version,team_clean,task_type_clean,brief_quality_missing,delivered_at_estimated,sla_days_inferred,delivery_days_actual,hours_spent_low_corrected,billable_hours_estimated,billable_hours_negative_corrected,billable_hours_recalculated,created_month,ai_usage_imputed,rework_hours_corrected,rework_hours_imputed,outcome_score_imputed,revenue_per_hour_temp,cost_per_hour_temp,profit_check,profit_diff,profit_margin_valid,profit_margin,efficiency_ratio_valid,efficiency_ratio,rework_ratio_valid,rework_ratio,cost_per_hour_valid,cost_per_hour,revenue_per_hour_valid,revenue_per_hour,margin_per_hour,delivery_speed_valid,delivery_speed,ai_usage_bin,ai_usage_bin_encoded
T03022,Client_H,P050,mid,Design,ad,mid,3,2.0,low,0,hourly,2025-07-13,2025-07-16,10.0,0,7.65,3.29,0.0,False,2,1,1.43,66.37,292.94,422.55,-129.61,user_114,2025-07-15,review,briefing,JIRA-19847,unknown,v3,Design,ad,0,0,0,3,0,0,0,0,2025-07,0,0,0,0,38.29281045751634,55.23529411764706,-129.61,0.0,1,-0.44244555199016866,1,0.43006535947712415,1,0.18692810457516337,1,55.23529411764706,1,38.29281045751634,-16.94248366013072,1,0.3,Low (0-20%),1
T03023,Client_A,P008,mid,Design,ticket,mid,2,3.0,low,0,hourly,2026-01-10,2026-01-14,3.0,1,6.05,4.63,0.23,True,2,1,1.68,63.31,406.71,447.44,-40.73000000000002,user_004,2026-01-12,review,execution,JIRA-76996,unknown,v1,Design,ticket,1,0,0,4,0,0,0,0,2026-01,0,0,0,0,67.22479338842975,73.95702479338843,-40.73000000000002,0.0,1,-0.10014506650930644,1,0.7652892561983471,1,0.27768595041322314,1,73.95702479338843,1,67.22479338842975,-6.732231404958682,1,1.3333333333333333,Low-Medium (20-40%),2
T03024,Client_B,P039,mid,Design,design,senior,5,3.0,low,0,hourly,2026-01-02,2026-01-06,5.0,0,10.77,8.64,0.57,True,4,2,1.31,70.96,971.89,1003.74,-31.850000000000023,user_053,2026-01-09,delivered,execution,JIRA-95223,true,v1,Design,design,0,0,0,4,0,0,0,0,2026-01,0,0,0,0,90.24048282265552,93.19777158774373,-31.850000000000023,0.0,1,-0.03277119838664872,1,0.8022284122562675,1,0.12163416898792945,1,93.19777158774373,1,90.24048282265552,-2.957288765088208,1,0.8,Medium-High (40-60%),3
T03025,Client_B,P040,high,Media,release,junior,2,4.0,low,0,fixed,2026-05-06,2026-05-10,5.0,0,7.26,4.36,0.51,True,6,1,1.65,64.95,1472.66,352.64,1120.02,user_066,2026-05-13,archived,client_review,JIRA-63119,true,final,Media,release,0,0,0,4,0,0,0,0,2026-05,0,0,0,0,202.84573002754823,48.57300275482093,1120.02,0.0,1,0.7605421482215854,1,0.6005509641873279,1,0.22727272727272727,1,48.57300275482093,1,202.84573002754823,154.2727272727273,1,0.8,Medium-High (40-60%),3
T03026,Client_D,P008,mid,SEO,ticket,mid,4,4.0,low,0,hourly,2025-08-07,2025-08-12,10.0,0,8.69,4.67,0.0,False,2,4,0.94,37.94,506.35,366.59,139.76000000000005,user_056,2025-08-10,in_progress,execution,JIRA-47835,true,v1,SEO,ticket,0,0,0,5,0,0,0,0,2025-08,0,0,0,0,58.268124280782516,42.18527042577676,139.76000000000005,0.0,1,0.2760146143971562,1,0.5373993095512083,1,0.10817031070195628,1,42.18527042577676,1,58.268124280782516,16.08285385500576,1,0.5,Low (0-20%),1
T03027,Client_B,P045,low,Design,ticket,mid,5,5.0,medium,1,fixed,2025-09-09,2025-09-14,7.0,0,14.57,7.23,0.62,True,6,0,0.0,66.27,937.55,993.4,-55.85000000000002,user_033,2025-09-09,draft,qa,JIRA-88044,true,v3,Design,ticket,0,0,0,5,0,0,0,0,2025-09,0,0,0,0,64.34797529169526,68.18119423472889,-55.85000000000002,0.0,1,-0.05957015625833292,1,0.49622512010981473,1,0.0,1,68.18119423472889,1,64.34797529169526,-3.8332189430336285,1,0.7142857142857143,High (60-80%),4
T03028,Client_N,P048,low,SEO,ticket,junior,2,4.0,low,0,fixed,2026-04-14,2026-04-20,5.0,1,4.89,0.98,0.57,True,3,2,1.2,76.95,553.85,239.29,314.56000000000006,user_011,2026-04-19,delivered,briefing,JIRA-59698,false,v1,SEO,ticket,0,0,0,6,0,0,0,0,2026-04,0,0,0,0,113.26175869120655,48.93456032719837,314.56000000000006,0.0,1,0.5679516114471428,1,0.20040899795501024,1,0.24539877300613497,1,48.93456032719837,1,113.26175869120655,64.32719836400818,1,1.2,Medium-High (40-60%),3
T03029,Client_E,P022,low,SEO,article,mid,2,4.0,medium,0,fixed,2026-02-01,2026-02-07,10.0,0,6.72,5.41,0.7,True,1,0,1.27,72.95,711.86,351.26,360.6,user_039,2026-02-08,in_progress,client_review,JIRA-75920,false,v2,SEO,article,0,0,0,6,0,0,0,0,2026-02,0,0,0,0,105.93154761904762,52.270833333333336,360.6,0.0,1,0.5065602787064872,1,0.8050595238095238,1,0.18898809523809526,1,52.270833333333336,1,105.93154761904762,53.660714285714285,1,0.6,High (60-80%),4
T03030,Client_R,P045,high,Design,release,senior,2,3.0,medium,1,fixed,2025-07-01,2025-07-04,5.0,0,27.9,16.47,0.0,False,2,2,1.84,72.64,1271.02,2670.55,-1399.5300000000002,user_059,2025-07-10,in_progress,qa,JIRA-29466,true,v4,Design,release,0,0,0,3,0,0,0,0,2025-07,0,0,0,0,45.556272401433695,95.71863799283155,-1399.5300000000002,0.0,1,-1.1011077717109095,1,0.5903225806451613,1,0.06594982078853047,1,95.71863799283155,1,45.556272401433695,-50.16236559139785,1,0.6,Low (0-20%),1
T03031,Client_D,P011,high,Design,report,senior,5,2.0,medium,0,hourly,2025-08-02,2025-08-05,5.0,0,14.2,11.51,0.35,True,0,3,1.43,60.16,937.75,791.29,146.46000000000004,user_109,2025-08-06,in_progress,briefing,JIRA-18368,false,v2,Design,report,0,0,0,3,0,0,0,0,2025-08,0,0,0,0,66.0387323943662,55.72464788732395,146.46000000000004,0.0,1,0.15618235137296724,1,0.8105633802816902,1,0.10070422535211268,1,55.72464788732395,1,66.0387323943662,10.31408450704226,1,0.6,Low-Medium (20-40%),2
T03032,Client_G,P014,mid,Media,design,junior,2,2.0,low,0,hourly,2025-11-17,2025-11-18,3.0,0,15.82,12.6,0.0,False,4,2,2.7,55.2,1456.47,848.4,608.07,user_085,2025-11-26,delivered,client_review,JIRA-77499,true,v3,Media,design,0,0,0,1,0,0,0,0,2025-11,0,0,0,0,92.06510745891276,53.6283185840708,608.07,0.0,1,0.41749572596757917,1,0.7964601769911505,1,0.1706700379266751,1,53.6283185840708,1,92.06510745891276,38.436788874841966,1,0.3333333333333333,Low (0-20%),1
T03033,Client_H,P037,mid,SEO,report,mid,3,4.0,low,0,value_based,2025-11-10,2025-11-18,5.0,1,8.43,8.14,0.43,True,2,1,1.65,62.81,1470.22,495.69,974.53,user_023,2025-11-12,review,finalized,JIRA-41521,false,final,SEO,report,0,0,0,8,0,0,0,0,2025-11,0,0,0,0,174.40332147093713,58.80071174377225,974.53,0.0,1,0.6628463767327338,1,0.9655990510083038,1,0.19572953736654805,1,58.80071174377225,1,174.40332147093713,115.60260972716489,1,1.6,Medium-High (40-60%),3
T03034,Client_C,P015,low,Media,ticket,junior,3,2.0,medium,1,value_based,2025-09-12,2025-09-18,5.0,1,27.01,17.67,0.0,False,2,0,2.44,69.15,788.57,1836.79,-1048.2199999999998,user_011,2025-09-16,review,briefing,JIRA-63495,true,v4,Media,ticket,0,0,0,6,0,0,0,0,2025-09,0,0,0,0,29.195483154387265,68.0040725657164,-1048.2199999999998,0.0,1,-1.3292669008458344,1,0.6542021473528323,1,0.09033691225472047,1,68.0040725657164,1,29.195483154387265,-38.80858941132914,1,1.2,Low (0-20%),1
T03035,Client_R,P045,high,SEO,ticket,junior,2,5.0,medium,0,hourly,2026-01-02,2026-01-05,5.0,0,8.4,6.69,0.46,True,4,1,0.0,81.18,744.26,438.0,306.26,user_014,2026-01-06,review,execution,JIRA-40059,false,v1,SEO,ticket,0,0,0,3,0,0,0,0,2026-01,0,0,0,0,88.60238095238094,52.14285714285714,306.26,0.0,1,0.4114959825867304,1,0.7964285714285715,1,0.0,1,52.14285714285714,1,88.60238095238094,36.4595238095238,1,0.6,Medium-High (40-60%),3
T03036,Client_H,P018,low,SEO,design,mid,3,4.0,low,0,fixed,2026-02-11,2026-02-19,10.0,0,9.75,8.1,0.0,False,2,1,1.53,87.42,922.19,424.67,497.52,user_029,2026-02-11,review,execution,JIRA-62726,false,v3,SEO,design,0,0,0,8,0,0,0,0,2026-02,0,0,0,0,94.58358974358976,43.555897435897435,497.52000000000004,-5.684341886080802e-14,1,0.539498368015268,1,0.8307692307692307,1,0.15692307692307692,1,43.555897435897435,1,94.58358974358976,51.02769230769232,1,0.8,Low (0-20%),1
T03037,Client_C,P001,mid,SEO,ticket,senior,3,3.0,medium,0,hourly,2026-01-11,2026-01-18,3.0,1,8.92,7.0,0.24,True,3,0,1.14,73.47,937.24,543.28,393.96,user_076,2026-01-14,delivered,client_review,JIRA-73831,false,v3,SEO,ticket,0,0,0,7,0,0,0,0,2026-01,0,0,0,0,105.07174887892377,60.90582959641255,393.96000000000004,-5.684341886080802e-14,1,0.42034057445264816,1,0.7847533632286996,1,0.12780269058295962,1,60.90582959641255,1,105.07174887892377,44.16591928251122,1,2.3333333333333335,Low-Medium (20-40%),2
T03038,Client_F,P029,mid,Design,design,mid,2,2.0,high,0,fixed,2026-04-11,2026-04-14,3.0,0,13.93,12.95,0.49,True,4,0,2.83,66.3,2476.4711934591955,828.14,1648.3311934591957,user_026,2026-04-17,in_progress,execution,JIRA-51918,false,v3,Design,design,0,0,0,3,0,0,0,0,2026-04,0,0,0,0,177.77969802291426,59.45010768126346,1648.3311934591957,0.0,1,0.6655967563090311,1,0.9296482412060301,1,0.2031586503948313,1,59.45010768126346,1,177.77969802291426,118.3295903416508,1,1.0,Medium-High (40-60%),3
T03039,Client_F,P035,low,Design,ticket,mid,1,3.0,high,0,fixed,2026-04-27,2026-04-29,5.0,0,4.04,3.43,0.71,True,3,1,1.36,62.18,275.95,256.85,19.09999999999997,user_013,2026-05-05,in_progress,execution,JIRA-28292,false,v4,Design,ticket,0,0,0,2,0,0,0,0,2026-04,0,0,0,0,68.30445544554455,63.57673267326733,19.099999999999966,3.552713678800501e-15,1,0.0692154375792715,1,0.849009900990099,1,0.33663366336633666,1,63.57673267326733,1,68.30445544554455,4.727722772277218,1,0.4,High (60-80%),4
T03040,Client_F,P030,high,Content,release,mid,3,1.0,high,0,fixed,2025-11-26,2025-11-30,3.0,1,12.62,7.38,0.48,True,3,0,4.61,70.48,1490.12,530.29,959.83,user_114,2025-11-27,in_progress,execution,JIRA-52865,true,v2,Content,release,0,0,0,4,0,0,0,0,2025-11,0,0,0,0,118.07606973058637,42.01980982567353,959.8299999999999,1.1368683772161603e-13,1,0.64412933186589,1,0.5847860538827259,1,0.36529318541996836,1,42.01980982567353,1,118.07606973058637,76.05625990491284,1,1.3333333333333333,Medium-High (40-60%),3
T03041,Client_H,P012,low,Design,release,senior,2,3.0,medium,0,hourly,2026-02-19,2026-02-22,2.0,1,8.51,4.86,0.0,False,1,2,1.26,60.0,551.68,420.37,131.30999999999997,user_079,2026-02-27,delivered,client_review,JIRA-94850,false,v1,Design,release,0,0,0,3,0,0,0,0,2026-02,0,0,0,0,64.82726204465334,49.39717978848414,131.30999999999995,2.842170943040401e-14,1,0.23801841647331784,1,0.5710928319623972,1,0.14806110458284372,1,49.39717978848414,1,64.82726204465334,15.4300822561692,1,1.5,Low (0-20%),1
T03042,Client_D,P041,low,SEO ,article,mid,4,2.0,high,0,hourly,2026-02-15,2026-02-24,2.0,1,23.45,22.49,0.31,True,5,1,8.12,55.55,2493.85,1131.59,1362.26,user_095,2026-02-19,review,client_review,JIRA-45899,true,v3,SEO,article,0,0,0,9,0,0,0,0,2026-02,0,0,0,0,106.34754797441364,48.255437100213214,1362.26,0.0,1,0.546247769513002,1,0.9590618336886994,1,0.3462686567164179,1,48.255437100213214,1,106.34754797441364,58.09211087420043,1,4.5,Low-Medium (20-40%),2
T03043,Client_E,P062,low,Design,article,junior,1,2.0,medium,0,hourly,2026-02-26,2026-03-06,5.0,1,9.59,6.61,0.47,True,3,0,2.08,72.14,558.1,377.66,180.44,user_024,2026-02-27,review,qa,JIRA-51301,true,v1,Design,article,0,0,0,8,0,0,0,0,2026-02,0,0,0,0,58.19603753910324,39.38060479666319,180.44,0.0,1,0.3233112345457803,1,0.6892596454640251,1,0.21689259645464026,1,39.38060479666319,1,58.19603753910324,18.815432742440045,1,1.6,Medium-High (40-60%),3
T03044,Client_F,P052,mid,Media,ad,mid,4,3.0,low,0,value_based,2025-12-12,2025-12-12,3.0,0,8.93,6.140120160213618,0.27,True,1,1,1.58,65.64,1380.61,446.61,934.0,user_100,2025-12-16,review,execution,JIRA-36479,unknown,v2,Media,ad,0,0,0,0,0,1,0,0,2025-12,0,0,0,0,154.60358342665174,50.01231802911534,933.9999999999999,1.1368683772161603e-13,1,0.6765125560440676,1,0.6875834445927904,1,0.1769316909294513,1,50.01231802911534,1,154.60358342665174,104.5912653975364,1,0.0,Low-Medium (20-40%),2
T03045,Client_D,P014,low,SEO,ad,mid,3,2.0,medium,0,hourly,2026-04-02,2026-04-12,10.0,0,8.49,5.76,0.0,False,3,0,1.05,54.27,505.8,381.9,123.90000000000003,user_082,2026-04-02,in_progress,briefing,JIRA-28884,false,final,SEO,ad,0,0,0,10,0,0,0,0,2026-04,0,0,0,0,59.57597173144876,44.982332155477025,123.90000000000003,0.0,1,0.24495848161328596,1,0.6784452296819787,1,0.12367491166077739,1,44.982332155477025,1,59.57597173144876,14.593639575971736,1,1.0,Low (0-20%),1
T03046,Client_A,P021,low,Media,ticket,senior,2,4.0,low,0,fixed,2025-12-20,2025-12-22,3.0,0,5.11,2.98,0.2,True,3,0,0.89,74.34,462.45,328.44,134.01,user_060,2025-12-27,delivered,briefing,JIRA-51235,unknown,v3,Media,ticket,0,0,0,2,0,0,0,0,2025-12,0,0,0,0,90.49902152641877,64.27397260273972,134.01,0.0,1,0.2897826792085631,1,0.5831702544031311,1,0.17416829745596868,1,64.27397260273972,1,90.49902152641877,26.225048923679054,1,0.6666666666666666,Low-Medium (20-40%),2
T03047,Client_H,P002,high,Media,report,mid,3,3.0,high,0,hourly,2026-04-15,2026-04-19,5.0,0,13.95,8.9,0.66,True,3,2,1.72,75.25,1137.94,1060.37,77.57000000000016,user_053,2026-04-15,review,briefing,,true,v1,Media,report,0,0,0,4,0,0,0,0,2026-04,0,0,0,0,81.57275985663084,76.01218637992831,77.57000000000016,0.0,1,0.06816703868393778,1,0.6379928315412187,1,0.12329749103942653,1,76.01218637992831,1,81.57275985663084,5.56057347670253,1,0.8,High (60-80%),4
T03048,Client_E,P050,low,SEO,report,mid,3,3.0,medium,1,fixed,2026-01-01,2026-01-06,2.0,1,10.68,8.01,0.8,True,1,0,2.82,69.14500000000001,1531.37,694.69,836.6799999999998,user_051,2026-01-10,review,briefing,JIRA-19341,false,v1,SEO,report,0,0,0,5,0,0,0,0,2026-01,0,0,0,1,143.38670411985018,65.04588014981275,836.6799999999998,0.0,1,0.5463604484873021,1,0.75,1,0.2640449438202247,1,65.04588014981275,1,143.38670411985018,78.34082397003743,1,2.5,Very High (80-100%),5
T03049,Client_E,P015,mid,Content,ticket,mid,2,3.0,medium,1,fixed,2026-04-19,2026-04-22,3.0,0,8.78,4.68,0.38,True,4,0,0.83,75.05,5030.625499639127,415.97,4614.655499639127,user_072,2026-04-21,in_progress,qa,JIRA-60698,unknown,v1,Content,ticket,0,0,0,3,0,0,0,0,2026-04,0,0,0,0,572.9641799133402,47.37699316628702,4614.655499639127,0.0,1,0.9173124693877849,1,0.5330296127562643,1,0.09453302961275627,1,47.37699316628702,1,572.9641799133402,525.5871867470532,1,1.0,Low-Medium (20-40%),2
T03050,Client_R,P041,mid,SEO,design,mid,1,5.0,low,0,hourly,2025-10-24,2025-10-30,2.0,1,9.65,9.25,0.26,True,1,2,1.62,71.34,921.56,2043.634312135608,-1122.074312135608,user_031,2025-11-01,delivered,client_review,JIRA-18460,false,v3,SEO,design,0,0,0,6,0,0,0,0,2025-10,0,0,0,0,95.49844559585492,211.77557638710962,-1122.0743121356081,2.2737367544323206e-13,1,-1.2175813969091627,1,0.9585492227979274,1,0.16787564766839377,1,211.77557638710962,1,95.49844559585492,-116.2771307912547,1,3.0,Low-Medium (20-40%),2
T03051,Client_F,P043,mid,Content,ad,senior,3,2.0,low,0,hourly,2025-11-12,2025-11-16,5.0,0,15.03,11.73,0.24,True,5,0,2.45,67.52,1039.0,901.94,137.05999999999997,user_054,2025-11-13,review,client_review,JIRA-67759,false,final,Content,ad,0,0,0,4,0,0,0,0,2025-11,0,0,0,0,69.12840984697273,60.00931470392549,137.05999999999995,2.842170943040401e-14,1,0.13191530317613087,1,0.7804391217564871,1,0.16300731869594146,1,60.00931470392549,1,69.12840984697273,9.11909514304724,1,0.8,Low-Medium (20-40%),2
T03052,Client_B,P051,mid,Media,article,junior,2,3.0,low,0,fixed,2026-02-27,2026-03-04,2.0,1,13.7,7.83,0.21,True,3,1,1.1,56.94,836.3,807.92,28.379999999999995,user_002,2026-03-04,review,qa,JIRA-20572,true,v2,Media,article,0,0,0,5,0,0,0,0,2026-02,0,0,0,0,61.043795620437955,58.972262773722626,28.379999999999995,0.0,1,0.03393519072103312,1,0.5715328467153286,1,0.08029197080291972,1,58.972262773722626,1,61.043795620437955,2.0715328467153284,1,2.5,Low-Medium (20-40%),2
T03053,Client_G,P048,mid,SEO,dev,senior,2,3.0,low,0,hourly,2025-09-01,2025-09-07,5.0,1,11.83,6.54,0.0,False,4,0,1.55,92.55,769.31,715.28,54.02999999999997,user_105,2025-09-10,delivered,qa,JIRA-93765,false,final,SEO,dev,0,0,0,6,0,0,0,0,2025-09,0,0,0,0,65.03043110735418,60.46322907861369,54.02999999999997,0.0,1,0.07023176612808878,1,0.5528317836010144,1,0.13102282333051565,1,60.46322907861369,1,65.03043110735418,4.567202028740482,1,1.2,Low (0-20%),1
T03054,Client_G,P009,mid,Design,report,junior,1,1.0,medium,0,hourly,2025-08-03,2025-08-10,10.0,0,7.57,5.45,0.29,True,1,2,3.03,53.91,700.19,294.28,405.9100000000001,user_092,2025-08-03,blocked,client_review,JIRA-69020,true,final,Design,report,0,0,0,7,0,0,0,0,2025-08,0,0,0,0,92.49537648612946,38.874504623513864,405.9100000000001,0.0,1,0.5797140776075066,1,0.7199471598414795,1,0.40026420079260233,1,38.874504623513864,1,92.49537648612946,53.620871862615594,1,0.7,Low-Medium (20-40%),2
T03055,Client_G,P056,mid,Media,ad,mid,1,4.0,high,0,value_based,2026-01-08,2026-01-13,2.0,1,2.55,1.79,0.58,True,2,0,0.4472268358072321,80.19,570.22,117.66,452.56000000000006,user_066,2026-01-10,review,qa,JIRA-62451,true,v1,Media,ad,0,0,0,5,0,0,0,0,2026-01,0,1,0,0,223.61568627450984,46.141176470588235,452.56000000000006,0.0,1,0.793658587913437,1,0.7019607843137255,1,0.17538307286558122,1,46.141176470588235,1,223.61568627450984,177.4745098039216,1,2.5,Medium-High (40-60%),3
T03056,Client_A,P059,mid,Content,ticket,senior,1,2.0,medium,0,hourly,2026-01-03,2026-01-06,3.0,0,9.51,3.55,0.31,True,4,0,2.12,69.16,462.2,551.42,-89.21999999999997,user_066,2026-01-09,delivered,execution,,false,v2,Content,ticket,0,0,1,3,1,0,0,0,2026-01,1,0,0,0,48.60147213459516,57.98317560462671,-89.21999999999997,0.0,1,-0.1930333189095629,1,0.3732912723449001,1,0.2229232386961094,1,57.98317560462671,1,48.60147213459516,-9.381703470031546,1,1.0,Low-Medium (20-40%),2
T03057,Client_E,P057,mid,Design,design,mid,1,4.0,medium,0,fixed,2026-01-18,2026-01-23,5.0,0,10.66,9.22,0.44,True,5,1,0.63,65.27,581.89,488.26,93.63,user_081,2026-01-26,delivered,qa,JIRA-48793,true,v3,Design,design,0,0,0,5,0,0,0,0,2026-01,0,0,0,0,54.58630393996248,45.80300187617261,93.63,0.0,1,0.16090670057914724,1,0.8649155722326455,1,0.05909943714821764,1,45.80300187617261,1,54.58630393996248,8.783302063789868,1,1.0,Medium-High (40-60%),3
T03058,Client_B,P060,mid,Design,article,senior,2,2.0,high,0,hourly,2025-11-28,2025-12-03,10.0,0,9.14,4.47,0.53,True,3,0,0.0,71.25,503.82,487.8,16.019999999999982,user_053,2025-12-06,in_progress,qa,JIRA-74262,false,v2,Design,article,0,0,0,5,0,0,0,0,2025-11,0,0,0,0,55.12253829321663,53.369803063457326,16.019999999999982,0.0,1,0.03179707038227935,1,0.4890590809628008,1,0.0,1,53.369803063457326,1,55.12253829321663,1.7527352297593026,1,0.5,Medium-High (40-60%),3
T03059,Client_D,P019,low,Content,design,mid,3,2.0,high,0,hourly,2026-05-19,2026-05-23,5.0,0,16.87,11.87,0.0,False,3,3,4.91,54.27,1423.38,1336.18,87.20000000000005,user_044,2026-05-19,in_progress,client_review,,false,v4,Content,design,0,0,0,4,0,0,0,0,2026-05,0,0,0,0,84.3734439834025,79.20450503852993,87.20000000000005,0.0,1,0.06126262839157501,1,0.7036158861885002,1,0.2910491997628927,1,79.20450503852993,1,84.3734439834025,5.168938944872565,1,0.8,Low (0-20%),1
T03060,Client_C,P015,mid,Content,ad,junior,2,3.0,low,0,fixed,2026-01-10,2026-01-16,10.0,0,7.14,5.12,0.25,True,3,1,1.55,81.22,785.39,372.99,412.4,user_102,2026-01-13,draft,briefing,,false,final,Content,ad,0,0,0,6,0,0,0,0,2026-01,0,0,0,0,109.99859943977592,52.23949579831933,412.4,0.0,1,0.5250894460077159,1,0.7170868347338936,1,0.21708683473389356,1,52.23949579831933,1,109.99859943977592,57.75910364145658,1,0.6,Low-Medium (20-40%),2
T03061,Client_A,P059,high,SEO,dev,mid,3,2.0,medium,0,hourly,2025-07-02,2025-07-07,3.0,1,15.19,7.75,0.54,True,3,2,6.2,51.23,846.18,807.02,39.15999999999997,user_013,2025-07-11,draft,briefing,JIRA-72909,false,v4,SEO,dev,0,0,1,5,0,0,0,0,2025-07,0,0,0,0,55.706385780118495,53.12837393021725,39.15999999999997,0.0,1,0.04627856957148594,1,0.5102040816326531,1,0.40816326530612246,1,53.12837393021725,1,55.706385780118495,2.5780118499012445,1,1.6666666666666667,Medium-High (40-60%),3
T03062,Client_F,P010,mid,SEO,ticket,senior,2,4.0,medium,0,value_based,2025-12-01,2025-12-06,3.0,1,11.58,7.61,0.22,True,6,0,2.0309359837834307,91.43,588.16,617.88,-29.720000000000027,user_090,2025-12-09,delivered,briefing,JIRA-27883,true,v2,SEO,ticket,0,0,0,5,0,0,0,0,2025-12,1,1,0,0,50.79101899827288,53.35751295336787,-29.720000000000027,0.0,1,-0.050530467899891233,1,0.6571675302245251,1,0.17538307286558122,1,53.35751295336787,1,50.79101899827288,-2.566493955094991,1,1.6666666666666667,Low-Medium (20-40%),2
T03063,Client_H,P001,low,SEO,release,senior,4,3.0,high,0,fixed,2026-02-08,2026-02-15,2.0,1,24.68,17.4,0.6,True,1,2,3.65,73.56,1586.84,2146.59,-559.7500000000002,user_070,2026-02-09,in_progress,client_review,JIRA-68743,false,final,SEO,release,0,0,0,7,0,0,0,0,2026-02,0,0,0,0,64.2965964343598,86.97690437601297,-559.7500000000002,0.0,1,-0.3527450782687607,1,0.7050243111831442,1,0.14789303079416533,1,86.97690437601297,1,64.2965964343598,-22.68030794165317,1,3.5,High (60-80%),4
T03064,Client_H,P013,high,SEO,ticket,junior,3,2.0,medium,0,hourly,2025-12-18,2025-12-24,7.0,0,5.84,4.56,0.53,True,3,1,5.17,54.6,478.88,370.41,108.46999999999996,user_082,2025-12-23,delivered,briefing,JIRA-54876,false,v3,SEO,ticket,0,0,0,6,0,0,0,0,2025-12,0,0,0,0,82.0,63.426369863013704,108.46999999999997,-1.4210854715202004e-14,1,0.22650768459739384,1,0.7808219178082191,1,0.8852739726027398,1,63.426369863013704,1,82.0,18.573630136986296,1,0.8571428571428571,Medium-High (40-60%),3
T03065,Client_H,P010,low,Content,ad,senior,1,2.0,medium,0,hourly,2026-04-06,2026-04-11,5.0,0,5.31,5.31,0.32,True,4,0,5.21,63.37,639.88,375.87,264.01,user_022,2026-04-13,in_progress,briefing,JIRA-74727,false,final,Content,ad,0,0,0,5,0,0,0,0,2026-04,0,0,0,0,120.50470809792844,70.78531073446328,264.01,0.0,1,0.41259298618490964,1,1.0,1,0.9811676082862524,1,70.78531073446328,1,120.50470809792844,49.71939736346516,1,1.0,Low-Medium (20-40%),2
T03066,Client_A,P014,low,Content,design,mid,1,5.0,high,0,hourly,2025-10-20,2025-10-22,10.0,0,7.8,4.96,0.51,True,0,0,1.01,82.84,444.12,598.17,-154.04999999999995,user_071,2025-10-22,delivered,client_review,JIRA-60568,false,v2,Content,design,0,0,0,2,0,0,0,0,2025-10,0,0,0,0,56.93846153846154,76.68846153846154,-154.04999999999995,0.0,1,-0.3468657119697378,1,0.6358974358974359,1,0.1294871794871795,1,76.68846153846154,1,56.93846153846154,-19.75,1,0.2,Medium-High (40-60%),3
T03067,Client_E,P019,mid,Content,ad,junior,3,4.0,high,0,hourly,2025-07-26,2025-08-02,5.0,1,4.74,4.07,0.0,False,3,0,4.67,85.72,1207.14,206.81,1000.3300000000002,user_106,2025-08-04,in_progress,briefing,JIRA-61957,true,v2,Content,ad,0,0,1,7,0,0,0,0,2025-07,0,0,0,0,254.67088607594937,43.630801687763714,1000.3300000000002,0.0,1,0.8286777010123102,1,0.8586497890295359,1,0.9852320675105485,1,43.630801687763714,1,254.67088607594937,211.04008438818565,1,1.4,Low (0-20%),1
T03068,Client_H,P028,mid,SEO,dev,mid,3,3.0,low,0,hourly,2026-01-12,2026-01-17,7.0,0,12.44,7.78,0.33,True,5,1,1.47,65.37,1026.35,733.27,293.0799999999999,user_067,2026-01-21,delivered,finalized,JIRA-99899,true,v3,SEO,dev,0,0,0,5,0,0,0,0,2026-01,0,0,0,0,82.5040192926045,58.94453376205788,293.0799999999999,0.0,1,0.2855556096848053,1,0.6254019292604502,1,0.11816720257234727,1,58.94453376205788,1,82.5040192926045,23.559485530546617,1,0.7142857142857143,Low-Medium (20-40%),2
T03069,Client_B,P002,mid,SEO,report,senior,4,3.0,medium,0,hourly,2025-08-08,2025-08-15,2.0,1,14.76,11.6,0.22,True,2,0,1.85,79.65,1524.01,985.47,538.54,user_006,2025-08-15,delivered,briefing,JIRA-68352,true,v1,SEO,report,0,0,0,7,0,0,0,0,2025-08,1,0,0,0,103.25271002710028,66.76626016260163,538.54,0.0,1,0.35337038470876175,1,0.7859078590785907,1,0.1253387533875339,1,66.76626016260163,1,103.25271002710028,36.48644986449865,1,3.5,Low-Medium (20-40%),2
T03070,Client_E,P043,high,Design,ad,junior,1,3.0,high,0,fixed,2026-03-31,2026-04-05,7.0,0,8.67,6.95,0.71,True,2,0,1.73,80.78,702.87,428.98,273.89,user_042,2026-04-08,review,briefing,JIRA-93445,unknown,final,Design,ad,0,0,0,5,0,0,0,0,2026-03,0,0,0,0,81.06920415224914,49.47866205305652,273.89,0.0,1,0.38967376613029436,1,0.8016147635524798,1,0.19953863898500576,1,49.47866205305652,1,81.06920415224914,31.590542099192625,1,0.7142857142857143,High (60-80%),4
